0,25,56|0,39,40|10,0,0|14,0,0|14,0,0|12,0,0|4,28,66|1,29,62|
1,26,56|0,37,42|11,0,0|12,0,0|14,0,0|12,0,0|4,25,66|1,29,64|
0,26,56|1,36,45|10,0,0|13,0,0|10,0,0|14,0,0|5,26,69|1,28,60|
0,24,58|1,36,45|10,0,0|13,0,0|11,0,0|13,0,0|4,25,68|1,30,61|
0,25,58|0,36,45|11,0,0|12,0,0|11,0,0|12,0,0|4,25,67|3,29,62|
0,24,59|0,36,45|10,0,0|13,0,0|12,0,0|11,0,0|4,26,68|3,29,60|
0,22,58|0,38,45|9,0,0|13,0,0|13,0,0|10,0,0|5,25,72|1,29,60|
0,22,54|0,35,47|9,0,0|11,0,0|12,0,0|10,0,0|6,24,74|2,32,62|
0,23,55|0,35,49|9,0,0|11,0,0|10,0,0|12,0,0|6,23,74|2,29,62|
0,22,55|0,33,53|9,0,0|11,0,0|11,0,0|11,0,0|6,20,78|1,32,58|
0,24,56|0,34,51|9,0,0|11,0,0|11,0,0|11,0,0|6,17,76|1,30,63|
1,24,57|1,34,51|10,0,0|10,0,0|10,0,0|12,0,0|4,17,78|1,28,62|
1,22,59|0,31,54|9,0,0|11,0,0|10,0,0|12,0,0|4,16,78|2,30,61|
1,23,57|0,30,55|8,0,0|12,0,0|12,0,0|10,0,0|4,15,79|1,29,64|
1,21,58|1,30,53|9,0,0|10,0,0|11,0,0|11,0,0|4,15,81|1,28,66|
2,20,62|1,32,55|7,0,0|11,0,0|12,0,0|9,0,0|4,13,78|2,28,64|
2,20,64|1,31,53|7,0,0|11,0,0|13,0,0|8,0,0|4,14,78|2,26,66|
2,20,66|1,31,54|7,0,0|11,0,0|13,0,0|8,0,0|4,14,78|2,25,64|
3,20,67|1,30,51|6,0,0|11,0,0|12,0,0|9,0,0|4,13,80|1,27,65|
3,21,65|1,29,54|7,0,0|10,0,0|12,0,0|9,0,0|4,13,82|1,26,63|
4,20,66|0,30,50|7,0,0|10,0,0|12,0,0|9,0,0|4,13,81|1,26,67|
3,20,63|1,29,52|7,0,0|10,0,0|11,0,0|10,0,0|3,13,83|2,26,67|
3,18,63|1,28,54|7,0,0|10,0,0|12,0,0|9,0,0|3,13,82|1,28,68|
3,17,63|1,28,55|7,0,0|10,0,0|12,0,0|9,0,0|3,14,82|1,27,68|
3,19,64|1,25,54|6,0,0|11,0,0|12,0,0|9,0,0|3,14,81|1,27,70|
4,19,66|1,22,55|6,0,0|11,0,0|11,0,0|9,0,0|2,13,83|1,29,68|
3,18,64|1,23,60|7,0,0|9,0,0|11,0,0|9,0,0|3,12,82|1,29,68|
3,17,67|0,23,58|7,0,0|9,0,0|12,0,0|8,0,0|3,13,82|1,28,69|
3,17,63|0,24,57|7,0,0|9,0,0|12,0,0|8,0,0|3,13,82|1,27,74|
2,16,66|1,24,59|7,0,0|9,0,0|12,0,0|8,0,0|3,14,81|1,27,70|
2,14,65|0,27,61|7,0,0|9,0,0|12,0,0|8,0,0|3,14,82|1,25,70|
2,14,64|0,25,64|7,0,0|9,0,0|13,0,0|7,0,0|3,14,81|1,25,71|
2,13,68|0,24,65|7,0,0|9,0,0|12,0,0|8,0,0|3,14,80|1,25,69|
2,13,69|0,23,63|7,0,0|9,0,0|11,0,0|9,0,0|3,15,79|1,23,73|
2,12,72|0,22,63|6,0,0|9,0,0|11,0,0|9,0,0|4,14,80|1,24,71|
2,12,72|0,20,62|7,0,0|8,0,0|11,0,0|9,0,0|4,13,82|1,24,73|
2,12,72|0,19,63|8,0,0|7,0,0|12,0,0|8,0,0|4,10,84|1,24,74|
2,13,74|0,19,66|7,0,0|7,0,0|12,0,0|8,0,0|4,9,84|2,23,70|
2,13,75|0,19,64|8,0,0|6,0,0|11,0,0|9,0,0|4,9,85|1,23,71|
2,13,73|0,19,68|8,0,0|5,0,0|12,0,0|8,0,0|4,8,82|2,23,73|
3,12,76|0,19,66|7,0,0|5,0,0|11,0,0|9,0,0|4,9,82|2,22,73|
3,11,75|0,19,67|7,0,0|5,0,0|11,0,0|9,0,0|4,9,83|1,22,74|
3,10,75|0,20,67|6,0,0|6,0,0|9,0,0|10,0,0|4,9,79|2,21,79|
3,9,76|0,19,64|6,0,0|6,0,0|12,0,0|7,0,0|4,8,82|2,21,81|
2,10,75|0,19,64|7,0,0|5,0,0|11,0,0|8,0,0|4,7,84|2,21,81|
2,12,76|0,17,64|7,0,0|5,0,0|11,0,0|8,0,0|4,6,83|2,21,82|
2,11,74|0,18,61|6,0,0|6,0,0|10,0,0|9,0,0|4,6,89|2,21,81|
3,12,77|0,17,63|6,0,0|6,0,0|10,0,0|9,0,0|3,6,84|2,21,81|
3,12,73|0,16,65|6,0,0|6,0,0|10,0,0|9,0,0|3,6,86|2,20,83|
2,11,73|0,15,69|5,0,0|7,0,0|12,0,0|7,0,0|4,6,85|2,20,82|
2,12,75|0,15,68|6,0,0|6,0,0|11,0,0|8,0,0|3,5,83|2,20,84|
1,11,75|0,14,68|6,0,0|6,0,0|11,0,0|8,0,0|4,7,85|2,18,84|
2,12,79|0,13,69|5,0,0|7,0,0|11,0,0|8,0,0|3,6,82|2,18,83|
2,11,79|0,13,66|5,0,0|7,0,0|11,0,0|8,0,0|3,6,82|2,19,86|
2,11,77|0,12,67|5,0,0|6,0,0|11,0,0|8,0,0|3,6,84|3,19,86|
2,10,78|0,13,70|5,0,0|6,0,0|11,0,0|8,0,0|3,8,82|3,17,84|
2,10,75|0,12,70|5,0,0|6,0,0|10,0,0|9,0,0|3,7,85|3,17,86|
2,12,77|0,9,74|5,0,0|6,0,0|10,0,0|9,0,0|3,8,81|3,16,85|
2,11,72|1,9,74|5,0,0|6,0,0|11,0,0|8,0,0|3,8,84|2,16,88|
2,12,75|0,9,76|5,0,0|6,0,0|11,0,0|8,0,0|3,7,79|3,15,89|
